,Name,smile,BA_pct,label1,label2,label3a,label3b
250,ceftibuten,N=c1[nH]c(C(=CCC(=O)O)C(O)=NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,82.5,high,very high,very high,very high
251,fenoprofen,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,80.0,high,high,high,high
252,norzimeldine,CNCC=C(c1ccc(Br)cc1)c1cccnc1,66.0,moderate,high,high,high
253,xipamide,Cc1cccc(C)c1N=C(O)c1cc(S(N)(=O)=O)c(Cl)cc1O,73.0,high,high,high,high
254,modafinil,[NH2+]=C(O)CS(=O)C(c1ccccc1)c1ccccc1,80.0,high,high,high,high
255,tolmetin,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,95.0,high,very high,very high,very high
256,adrafinil,O=S(CC(O)=[NH+]O)C(c1ccccc1)c1ccccc1,80.0,high,high,high,high
257,nabumetone,COc1ccc2cc(CCC(C)=O)ccc2c1,35.0,moderate,low,low,low
258,ticarcillin,CC1(C)SC2C(N=C([O-])C(C(=O)[O-])c3ccsc3)C([O-])N2C1C(=O)O,0.0,low,very low,very low,very low
259,agomelatine,COc1ccc2cccc(CCN=C(C)O)c2c1,5.0,low,very low,very low,very low
260,chlorpheniramine,CN(C)CCN(c1ccc(Cl)cc1)c1ccccn1,41.0,moderate,low,moderate,moderate
261,pirlindole,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,20.0,low,very low,low,low
262,ramixotidine,CN(C)c1ccc(CSCCN=C(O)c2ccc[n+]([O-])c2)o1,60.0,moderate,high,moderate,moderate
263,rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,45.0,moderate,low,moderate,moderate
264,ximoprofen,CC(C(=O)O)c1ccc(C2CCCC(=NO)C2)cc1,98.0,high,very high,very high,very high
265,fenspiride,OC1=NCC2(CCN(CCc3ccccc3)CC2)O1,90.0,high,very high,very high,very high
266,fluvoxamine,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,53.0,moderate,high,moderate,moderate
267,primaquine,COc1cc(NC(C)CCCN)c2ncccc2c1,96.0,high,very high,very high,very high
268,ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,34.0,moderate,low,low,low
269,meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,52.0,moderate,high,moderate,moderate
270,capecitabine,CCCCCOC(O)=Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,100.0,high,very high,very high,very high
271,milnacipran,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,84.0,high,very high,very high,very high
272,mepindolol,Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,82.0,high,very high,very high,high
273,nipradilol,CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,35.0,moderate,low,low,low
274,s-adenosylmethionine,C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,50.0,moderate,low,moderate,moderate
275,gemfibrozil,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,98.0,high,very high,very high,very high
276,n-acetylprocainamide,CCN(CC)CCNC(=O)c1ccc(N=C(C)O)cc1,83.0,high,very high,very high,very high
277,amdinocillin,CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O,5.0,low,very low,very low,very low
278,cyclacillin,CC1(C)SC2C(N=C(O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,80.0,high,high,high,high
279,sulpiride,CCN1CCC(CN=C(O)c2cc(S(N)(=O)=O)ccc2OC)C1,27.0,low,low,low,low
280,meptazinol,CCC1(c2cccc(O)c2)CCCCN(C)C1,9.0,low,very low,very low,very low
281,alprenolol,C=CCc1ccccc1OCC(O)CNC(C)C,8.0,low,very low,very low,very low
282,oxprenolol,C=CCOc1ccccc1OCC(O)CNC(C)C,44.0,moderate,low,moderate,moderate
283,tiapride,CCN(CC)CCN=C(O)c1cc(S(C)(=O)=O)ccc1OC,75.0,high,high,high,high
284,recainam,Cc1cccc(C)c1NC(O)=NCCCNC(C)C,73.0,high,high,high,high
285,metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,38.0,moderate,low,low,low
286,peramivir,CCC(CC)C(N=C(C)O)C1C(NC(=N)N)CC(C(=O)O)C1O,0.0,low,very low,very low,very low
287,marimastat,CN=C(O)C(N=C(O)C(CC(C)C)C(O)C(O)=NO)C(C)(C)C,80.0,high,high,high,high
288,ataluren,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,80.0,high,high,high,high
289,estazolam,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,93.0,high,very high,very high,very high
290,cinchophen,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,80.0,high,high,high,high
291,lormetazepam,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,75.0,high,high,high,high
292,fludiazepam,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,50.0,moderate,low,moderate,moderate
293,benoxaprofen,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,95.0,high,very high,very high,very high
294,diazepam,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,99.0,high,very high,very high,very high
295,clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,90.0,high,very high,very high,very high
296,nimetazepam,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,95.0,high,very high,very high,very high
297,mebendazole,COC(O)=Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,22.0,low,low,low,low
298,chlordiazepoxide,CN=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,99.0,high,very high,very high,very high
299,lansoprazole,Cc1c(OCC(F)(F)F)cc[nH+]c1CS(=O)c1nc2ccccc2[nH]1,81.0,high,very high,high,high
300,valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,83.0,high,very high,very high,very high
301,fenbufen,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,78.0,high,high,high,high
302,clotiazepam,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,2.5,low,very low,very low,very low
303,pantoprazole,COc1cc[nH+]c(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,77.0,high,high,high,high
304,sitagliptin,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,87.0,high,very high,very high,very high
305,atreleuton,CC(C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(=N)O,50.0,moderate,low,moderate,moderate
306,fosphenytoin,O=C1N(COP(=O)(O)O)C(O)=NC1(c1ccccc1)c1ccccc1,0.0,low,very low,very low,very low
307,epinastine,N=C1NCC2c3ccccc3Cc3ccccc3N12,40.0,moderate,low,moderate,moderate
308,nevirapine,Cc1cccc2c1N=C(O)c1cccnc1N2C1CC1,93.0,high,very high,very high,very high
309,apomorphine,Oc1ccc2c(c1O)-c1cccc3c1C(C2)NCC3,10.0,low,very low,very low,very low
310,indapamide,CC1Nc2ccccc2C1N=C(O)c1ccc(Cl)cc1S(N)(=O)=O,90.0,high,very high,very high,very high
311,metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,65.0,moderate,high,high,high
312,clopidogrel,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,50.0,moderate,low,moderate,moderate
313,fenoldopam,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,6.0,low,very low,very low,very low
314,daltroban,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,80.0,high,high,high,high
315,febuxostat,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,84.0,high,very high,very high,very high
316,cephalothin,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N=C(O)Cc3cccs3)C2SC1,0.0,low,very low,very low,very low
317,cefuroxime,CON=C(C(O)=NC1C(=O)N2C(C(=O)O)=C(COC(=N)O)CSC12)c1ccco1,32.0,low,low,low,low
318,zimeldine,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,29.0,low,low,low,low
319,cephalexin,CC1=C(C(=O)O)N2C(=O)C(N=C(O)C(N)c3ccccc3)C2SC1,90.0,high,very high,very high,very high
320,cefadroxil,CC1=C(C(=O)O)N2C(=O)C(N=C(O)C(N)c3ccc(O)cc3)C2SC1,95.0,high,very high,very high,very high
321,cefoxitin,COC1(N=C(O)Cc2ccsc2)C(=O)N2C(C(=O)O)=C(COC(=N)O)CSC21,0.0,low,very low,very low,very low
322,cefotaxime,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(=N)[nH]1,0.0,low,very low,very low,very low
323,loracarbef,NC(CNC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,94.0,high,very high,very high,very high
324,retigabine,CCOC(O)=Nc1ccc(NCc2ccc(F)cc2)cc1N,60.0,moderate,high,moderate,moderate
325,norfloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,35.0,moderate,low,low,low
326,nomifensine,CN1Cc2c(N)cccc2C(c2ccccc2)C1,27.0,low,low,low,low
327,penicillin_g,CC1(C)SC2C(N=C(O)Cc3ccccc3)C(=O)N2C1C(=O)O,30.0,low,low,low,low
328,penicillin_v,CC1(C)SC2C(N=C(O)COc3ccccc3)C(=O)N2C1C(=O)O,60.0,moderate,high,moderate,moderate
329,tenatoprazole,COc1ccc2nc(S(=O)Cc3[nH+]cc(C)c(OC)c3C)[nH]c2n1,77.0,high,high,high,high
330,brompheniramine,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,89.0,high,very high,very high,very high
331,ampicillin,CC1(C)SC2C(N=C(O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,62.0,moderate,high,moderate,high
332,cephradine,CC1=C(C(=O)O)N2C(=O)C(N=C(O)C(N)C3=CCC=CC3)C2SC1,94.0,high,very high,very high,very high
333,amoxicillin,CC1(C)SC2C(N=C(O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,93.0,high,very high,very high,very high
334,tripamide,NS(=O)(=O)c1cc(C(O)=NN2CC3C4CCC(C4)C3C2)ccc1Cl,80.0,high,high,high,high
335,linezolid,CC(O)=NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,100.0,high,very high,very high,very high
336,itasetron,CN1C2CCC1CC(N=C(O)n1c(O)nc3ccccc31)C2,64.0,moderate,high,high,high
337,azapropazone,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,83.0,high,very high,very high,very high
338,torasemide,Cc1cccc(N=c2cc[nH]cc2S(=O)(=O)NC(O)=NC(C)C)c1,80.0,high,high,high,high
339,zolmitriptan,CN(C)CCc1c[nH]c2ccc(CC3COC(O)=N3)cc12,45.0,moderate,low,moderate,moderate
340,alizapride,C=CCN1CCCC1CN=C(O)c1cc2[nH]nnc2cc1OC,84.0,high,very high,very high,very high
341,cefminox,COC1(N=C(O)CSCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,0.0,low,very low,very low,very low
342,propranolol,CC(C)NC(C)C(O)c1cccc2ccccc12,26.0,low,low,low,low
343,ramelteon,CCC(O)=NCCC1CCc2ccc3c(c21)CCO3,2.0,low,very low,very low,very low
344,nortilidine,CCOC(=O)C1(c2ccccc2)CCC=CC1NC,99.0,high,very high,very high,very high
345,rolipram,COc1ccc(C2CN=C(O)C2)cc1OC1CCCC1,75.0,high,high,high,high
346,melperone,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,60.0,moderate,high,moderate,moderate
347,procaterol,CCC(NC(C)C)C(O)c1ccc(O)c2nc(O)ccc12,40.0,moderate,low,moderate,moderate
348,thyrotropin,N=C(O)C1CCCN1C(=O)C(Cc1cnc[nH]1)N=C(O)C1CCC(O)=N1,50.0,moderate,low,moderate,moderate
349,tegaserod_maleate,CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12,11.0,low,very low,very low,very low
350,tolperisone,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,17.0,low,very low,very low,very low
351,oxymetazoline,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,11.0,low,very low,very low,very low
352,propiram,CCC(=O)N(c1ccccn1)C(C)CN1CCCCC1,97.0,high,very high,very high,very high
353,ropinirole,CCCNC(Cc1cccc2c1CC(O)=N2)NCCC,55.0,moderate,high,moderate,moderate
354,tertatolol,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,60.0,moderate,high,moderate,moderate
355,artemether,COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,58.0,moderate,high,moderate,moderate
356,oseltamivir,CCOC(=O)C1=CC(OC(CC)CC)C(N=C(C)O)C(N)C1,75.0,high,high,high,high
357,quazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,32.0,low,low,low,low
358,letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,99.0,high,very high,very high,very high
359,triazolam,CC1=NNC2=CN=C(c3ccccc3Cl)c3cc(Cl)ccc3N21,44.0,moderate,low,moderate,moderate
360,pirazolac,O=C(O)Cc1nn(-c2ccc(F)cc2)cc1-c1ccc(Cl)cc1,93.5,high,very high,very high,very high
361,celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,50.0,moderate,low,moderate,moderate
362,rosoxacin,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,64.0,moderate,high,high,high
363,rofecoxib,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,93.0,high,very high,very high,very high
364,ciclazindol,OC1(c2cccc(Cl)c2)C2=NCCCN2c2ccccc21,80.0,high,high,high,high
365,balsalazide,O=C(O)CCNC(=O)c1ccc(NN=C2C=CC(=O)C(C(=O)O)=C2)cc1,1.0,low,very low,very low,very low
366,zaleplon,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,31.0,low,low,low,low
367,progabide,N=C(O)CCCNC(=C1C=C(F)C=CC1=O)c1ccc(Cl)cc1,60.0,moderate,high,moderate,moderate
368,amoxapine,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,36.0,moderate,low,low,low
369,mefloquine,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,80.0,high,high,high,high
370,sertraline,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,44.0,moderate,low,moderate,moderate
371,etifoxine,CCN=C1Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,50.0,moderate,low,moderate,moderate
372,zopiclone,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,80.0,high,high,high,high
373,griseofulvin,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,50.0,moderate,low,moderate,moderate
374,cephapirin,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N=C(O)CSc3ccncc3)C2SC1,0.0,low,very low,very low,very low
375,fleroxacin,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,99.0,high,very high,very high,very high
376,nifedipine,COC(=O)C1=C(C)NC(C)=C(OC(C)=O)C1c1ccccc1[N+](=O)[O-],49.0,moderate,low,moderate,moderate
377,carbenicillin,CC1(C)SC2C(N=C(O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,35.0,moderate,low,low,low
378,chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,25.0,low,low,low,low
379,lomefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,97.0,high,very high,very high,very high
380,safinamide,CC(NCc1ccc(OCc2cccc(F)c2)cc1)C(=N)O,80.0,high,high,high,high
381,mirtazapine,CN1CCN2c3ncccc3Cc3ccccc3C2C1,49.0,moderate,low,moderate,moderate
382,phentolamine,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,0.0,low,very low,very low,very low
383,anastrozole,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,80.0,high,high,high,high
384,piritrexim,COc1ccc(OC)c(Cc2cnc3c(C)c(=N)[nH]c(N)c3n2)c1,68.0,high,high,high,high
385,pixantrone,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,0.0,low,very low,very low,very low
386,nefopam,CN1CCOC(c2ccccc2)c2ccccc2C1,36.0,moderate,low,low,low
387,hydromorphone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,42.0,moderate,low,moderate,moderate
388,oxymorphone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,10.0,low,very low,very low,very low
389,bromodiphenhydramine,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,65.0,moderate,high,high,high
390,azasetron,CN1C(=O)COc2c(C(O)=NC3CN4CCC3CC4)cc(Cl)cc21,90.0,high,very high,very high,very high
391,flecainide,OC(=NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,70.0,high,high,high,high
392,pefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,90.0,high,very high,very high,very high
393,bumetanide,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,90.0,high,very high,very high,very high
394,phenethicillin,CC(Oc1ccccc1)C(O)=NC1C(=O)N2C1SC(C)(C)C2C(=O)O,86.0,high,very high,very high,very high
395,promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,25.0,low,low,low,low
396,promazine,CN(C)CCCN1c2ccccc2Sc2ccccc21,16.25,low,very low,very low,very low
397,olanzapine,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,60.0,moderate,high,moderate,moderate
398,Mycophenolic acid ,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,94.0,high,very high,very high,very high
399,atomoxetine,CNCCC(Oc1ccccc1C)c1ccccc1,94.0,high,very high,very high,very high
400,ritodrine,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,30.0,low,low,low,low
401,galantamine,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,99.0,high,very high,very high,very high
402,fenoterol,CC(Cc1ccc(O)cc1)NC(O)Cc1cc(O)cc(O)c1,2.0,low,very low,very low,very low
403,cocaine,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,57.0,moderate,high,moderate,moderate
404,scopolamine,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,27.0,low,low,low,low
405,etodolac,CCc1cccc2c1NC1C2CCOC1(CC(=O)O)CC(=O)O,90.0,high,very high,very high,very high
406,doxylamine,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,24.700001,low,low,low,low
407,tesofensine,CCOCC1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,90.0,high,very high,very high,very high
408,bisaramil,CCN1CC2CN(C)CC(C1)C2OC(=O)c1ccc(Cl)cc1,56.0,moderate,high,moderate,moderate
409,orbofiban,CCOC(=O)CCN=C(O)NC1CCN(c2ccc(C(=N)N)cc2)C1=O,9.0,low,very low,very low,very low
410,tilidine,CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,50.0,moderate,low,moderate,moderate
411,atropine,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,50.0,moderate,low,moderate,moderate
412,hydroxychloroquine,CCN(CCO)CCC(C)Nc1ccnc2cc(Cl)ccc12,74.0,high,high,high,high
413,vildagliptin,N#CC1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,85.0,high,very high,very high,very high
414,naratriptan,CNS(=O)(=O)CCc1ccc2[nH]c(C3CCN(C)CC3)cc2c1,69.0,high,high,high,high
415,meropenem,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CCC(C(=O)N(C)C)N3)C(C)C12,0.0,low,very low,very low,very low
416,bufuralol,CCc1cccc2c1CC(C(O)CNC(C)(C)C)=C2,46.0,moderate,low,moderate,moderate
417,buflomedil,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,65.0,moderate,high,high,high
418,roxatidine,OCC(O)=NCCCOc1cccc(CN2CCCCC2)c1,95.0,high,very high,very high,very high
419,emedastine,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,50.0,moderate,low,moderate,moderate
420,amisulpride,CCN1CCCC1CN=C(O)c1cc(S(=O)(=O)CC)c(N)cc1OC,48.0,moderate,low,moderate,moderate
421,venlafaxine,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,45.0,moderate,low,moderate,moderate
422,metipranolol,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,50.0,moderate,low,moderate,moderate
423,nadolol,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,30.0,low,low,low,low
424,etidocaine,CCCN(CC)C(CC)C(O)=Nc1c(C)cccc1C,0.0,low,very low,very low,very low
425,perindoprilate,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,25.0,low,low,low,low
426,anisotropine,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C,17.5,low,very low,very low,very low
427,midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,44.0,moderate,low,moderate,moderate
428,cinolazepam,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,95.0,high,very high,very high,very high
429,pinazepam,C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,40.0,moderate,low,moderate,moderate
430,miconazole,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,25.0,low,low,low,low
431,indomethacin,COc1ccc2c(c1)c(CC(=O)O)cn2C(=O)c1ccc(Cl)cc1,100.0,high,very high,very high,very high
432,bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(O)=Nc1ccc(C#N)c(C(F)(F)F)c1,100.0,high,very high,very high,very high
433,sulfasalazine,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,15.0,low,very low,very low,very low
434,etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,99.0,high,very high,very high,very high
435,sitaxentan,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,70.0,high,high,high,high
436,oxaprozin,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,98.0,high,very high,very high,very high
437,roquinimex,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,99.0,high,very high,very high,very high
438,phenprocoumon,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,100.0,high,very high,very high,very high
439,ridogrel,O=C(O)CCCCON=C(c1cccnc1)c1cccc(C(F)(F)F)c1,90.0,high,very high,very high,very high
440,indobufen,CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,85.0,high,very high,very high,very high
441,zotepine,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,10.0,low,very low,very low,very low
442,pleconaril,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,70.0,high,high,high,high
443,cibenzoline,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,86.0,high,very high,very high,very high
444,proquazone,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,7.0,low,very low,very low,very low
445,cefamandole,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(N=C(O)C(O)c3ccccc3)C2SC1,96.0,high,very high,very high,very high
446,cefatrizine,NC(C(O)=NC1C(=O)N2C(C(=O)O)=C(CSc3cnn[nH]3)CSC12)c1ccc(O)cc1,66.0,moderate,high,high,high
447,ceftriaxone,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(=N)[nH]1,0.0,low,very low,very low,very low
448,clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,55.0,moderate,high,moderate,moderate
449,rosiglitazone,CN(CCOc1ccc(CC2SC(=O)N=C2O)cc1)c1ccccn1,99.0,high,very high,very high,very high
450,cefprozil,CC=CC1=C(C(=O)O)N2C(=O)C(N=C(O)C(N)c3ccc(O)cc3)C2SC1,90.0,high,very high,very high,very high
451,duloxetine,CNCCC(Oc1cccc2ccccc12)c1cccs1,50.0,moderate,low,moderate,moderate
452,ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,100.0,high,very high,very high,very high
453,gemifloxacin,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,71.0,high,high,high,high
454,nitrendipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,16.5,low,very low,very low,very low
455,desoxypipradrol,c1ccc(C(c2ccccc2)C2CCCCN2)cc1,90.0,high,very high,very high,very high
456,dibenzepin,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,25.0,low,low,low,low
457,rabeprazole,COCCCOc1cc[nH+]c(CS(=O)c2nc3ccccc3[nH]2)c1C,52.0,moderate,high,moderate,moderate
458,prinomastat,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)C1C(O)=NO,80.0,high,high,high,high
459,amocarzine,CN1CCN(C(=S)Nc2ccc(Nc3ccc([N+](=O)[O-])cc3)cc2)CC1,40.0,moderate,low,moderate,moderate
460,codeine,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,50.0,moderate,low,moderate,moderate
461,oxycodone,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,50.0,moderate,low,moderate,moderate
462,cyclizine,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,75.0,high,high,high,high
463,desipramine,CNCCCN1c2ccccc2CCc2ccccc21,50.0,moderate,low,moderate,moderate
464,carazolol,CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,10.0,low,very low,very low,very low
465,tropisetron,CN1C2CCC1CC(OC(=O)c1cn(C)c3ccccc13)C2,66.0,moderate,high,high,high
466,xemilofiban,C#CC(CC(=O)OCC)N=C(O)CCC(=O)Nc1ccc(C(=N)N)cc1,13.0,low,very low,very low,very low
467,trimetrexate,COc1cc(NCc2cnc3[nH]c(=N)[nH]c(=N)c3c2C)cc(OC)c1OC,45.0,moderate,low,moderate,moderate
468,thiazinamium,CC(CN1c2ccccc2Sc2ccccc21)[N+](C)(C)C,10.0,low,very low,very low,very low
469,reproterol,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,50.0,moderate,low,moderate,moderate
470,orphenadrine,Cc1ccccc1C(OCCN(C)C)c1ccccc1,90.0,high,very high,very high,very high
471,bifemelane,CNCCCCOc1ccccc1Cc1ccccc1,13.0,low,very low,very low,very low
472,isoxsuprine,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,2.2,low,very low,very low,very low
473,dihydrocodeine,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,20.0,low,very low,low,low
